Tweet_count,Username,Text,Created At,Retweets,Likes,Hashtags,Image URL,Category
72,Thani Mohamed-Soilihi,"Nouvelle étape vers le sommet Nutrition pour la Croissance, #N4G 🌾 J’ai ouvert hier l’événement «Relever les défis de la lutte contre la malnutrition».

Organisé  par @CaroitEleonore avec @actionsanteorg et @UNICEF_france, il vise à mobiliser  largement avant le Sommet 💪🏿🇫🇷🌍 https://t.co/P1GUERLTXe",Wed Feb 19 10:10:09 +0000 2025,7,16,N4G,https://pbs.twimg.com/media/GkJIqjnXMAAiG4j.jpg,healthy
73,JahyoneP🌻,Je suis si peiné que nos députés du NFP ne peuvent pas débattre et voter sur la sécurité sociale de l'alimentation. J'espère que le texte sera vite repris. #DirectAN,Thu Feb 20 22:46:17 +0000 2025,3,7,DirectAN,N/A,mix
74,Ile-de-France Rassemblée,"🚜 J-3 avant le #SIA2025 !
📣 @VLacroute Vice-présidente en charge de l’#agriculture &amp; #alimentation vous donne 📅 RDV sur le stand de la région IDF (hall 3) pour échanger avec vos producteurs et rencontrer vos Conseillers régionaux engagés à leurs côtés !
Venez nombreux ! 👩‍🌾🐄 https://t.co/IXRCH0xKiA",Wed Feb 19 17:00:00 +0000 2025,6,7,"SIA2025, agriculture, alimentation",N/A,mix
75,Un vegan rural,En 1886 les omnivores reprochaient à l'alimentation végétale d'être trop simple et pas assez bluffante. En 2055 les omnivores reprochent à l'alimentation végétale d'être trop transformée et d'imiter les produits carnés. 🙄,Mon Feb 17 16:06:38 +0000 2025,2,13,,N/A,mix
76,United Cities,"🚲 Préparer le terrain pour l'agenda post-2030

🌍 @SEFIANIMohamed1 souligne l’urgence de renforcer la démocratie locale &amp; la participation citoyenne. Face aux défis majeurs - préservation des écosystèmes, eau, climat, alimentation - les #GLRs doivent être en première ligne. https://t.co/hfK3SuSDFV",Tue Feb 18 15:39:10 +0000 2025,4,9,GLRs,https://pbs.twimg.com/media/GkFKTTyWgAA6vg4.jpg,mix
77,jackieshauna ⚢,4K de personnes qui pensent que pcq c’est calorique c’est pas healthy… les TCA ont liké le tweet,Sun Feb 16 17:40:12 +0000 2025,2,3,,N/A,healthy
78,IPBES en français,"🌍 Changement transformateur nécessaire !

Le nouveau rapport de l'@IPBES appelle à la transformation pour traiter les enjeux interconnectés de la biodiversité, du climat, de l'alimentation, de la santé et de l'eau, selon @pgISYEB.🌿💧🍎

📰@franceinfo
https://t.co/QLiQRy87RG https://t.co/ndiRzz5oX2",Sun Feb 23 13:11:00 +0000 2025,2,4,,https://pbs.twimg.com/media/GkT3ftyW0AA2caC.jpg,mix
79,Ego Mooglih,LE SECOND SOUFFLE DU RUSH DOFUS FULL TRYHARD YESLIFE MUSCULATION ALIMENTATION DONJON PVM GENERATION GALET EN MASSE PREMIER ROUBLARD 1V1 2V2 3V3 ON EST REPARTI LA YOUTH AVEC UNE FOUGUE MONUMENTALE BISOU MAMAN JE T'AIME,Tue Feb 18 06:24:34 +0000 2025,1,37,,N/A,mix
80,JJBOLZAN,"@jlmoudenc a signé en 2022 la charte pour une éducation à l’alimentation partout et pour tous portée par @OAgrifood @ggomez_chef 
À Toulouse c’est à la maison du #bienmanger que nous mettrons en place des cours à l’alimentation grâce à la cuisine pédagogie !",Sat Feb 22 17:16:30 +0000 2025,3,10,bienmanger,N/A,mix
81,Make Oklahoma Healthy Again (OHPR),Details matter.,Sun Feb 23 21:26:49 +0000 2025,2,7,,N/A,mix
82,BFM Business,"Nutriscore : quels sont les bons et les mauvais élèves ?

Alors que Nutrition santé revoit 150 recettes via ses marques Gerblé et Cereal Bio pour aller chercher de meilleures notes, Danone, et Bjorg retirent le nutriscore de leurs produits...

@evajcqt https://t.co/4f2eLelc78",Mon Feb 17 05:56:12 +0000 2025,4,9,,N/A,healthy
83,Le Temps des Ruptures,"Le groupe écologiste vient de déposer une proposition de loi visant à expérimenter la mise en place d’une sécurité sociale de l’alimentation, une fausse bonne idée selon @dav_cayla

https://t.co/FonTYZCj99",Mon Feb 17 17:35:14 +0000 2025,3,7,,N/A,mix
84,Faho,"Avoir une bonne hygiène de vie ce n’est pas que se laver mais ça passe aussi par l’alimentation, le sport, continuer de s’instruire, etc",Wed Feb 19 17:00:39 +0000 2025,2,16,,N/A,healthy
85,Laboratoire de Recherche en Nutrition / UCAD,"L'Université Cheikh Anta Diop de Dakar (UCAD), à travers le Laboratoire de Recherche en Nutrition et Alimentation Humaine (LARNAH), lance un appel à candidatures pour le Master en Nutrition et Alimentation Humaine (année universitaire 2024-2025). https://t.co/DGcgu5fCXJ",Thu Feb 20 12:00:24 +0000 2025,12,10,,https://pbs.twimg.com/media/GkOrfIIXUAA5hwJ.jpg,healthy
86,Astrid CASSAZ,"Et bien c'était une journée pluvieuse dans les Deux Sèvres. Au programme , enquête pratique agricole chez un exploitant sur une aire d'alimentation de captage et rdv technique avec le syndicat d'eau pour faire le point sur les projets. 
Retour à Valençay maintenant !
#FrAgTw https://t.co/enhX0z3zMs",Mon Feb 24 15:55:31 +0000 2025,0,11,FrAgTw,https://pbs.twimg.com/media/GkkHqP2WQAA_mY6.jpg,mix
87,TF1Info,"Cette boisson fermentée est idéale pour booster son immunité en hiver
➡️ https://t.co/3QwnMjuDQI https://t.co/Qy6kIFcXNm",Tue Feb 18 09:59:00 +0000 2025,6,11,,https://pbs.twimg.com/media/GkD8h_6WYAERyy3.jpg,mix
88,MacKenzie,"Jour historique ! Le président Trump, accompagné par le secrétaire Kennedy, a signé la Commission présidentielle ""Make America Healthy Again"" pour enquêter et s'attaquer aux causes profondes de la crise sanitaire croissante en Amérique, avec un accent sur les maladies chroniques",Sun Feb 16 18:06:16 +0000 2025,2,4,,N/A,healthy
89,Oui à l'innovation !,"L’alimentation, cette arme géopolitique !
@pascalperri vous donne rendez-vous demain à 10h10 pour #StopIntox en direct du #SIA2025 avec @EricTHIROUIN, Président @AGPB_cerealiers, Olivier Paul, Président de @UFSemenciers et @FargesB #CNIV #CIVB
#VillageSemence #StopIntox #SIA2025 https://t.co/ux42QXuOfv",Sun Feb 23 14:24:03 +0000 2025,2,3,"StopIntox, SIA2025, CNIV, CIVB, VillageSemence, StopIntox, SIA2025",https://pbs.twimg.com/media/Gkeo2A8WQAAMt6D.jpg,mix
90,Sciences et Avenir,"Ce projet vise à mettre en œuvre en France le droit à l’alimentation et à favoriser une transition des filières alimentaires vers des pratiques plus respectueuses de l'environnement et de leurs acteurs.
👉 https://t.co/P4kZU3cfWG https://t.co/m2xqetfPqb",Sun Feb 16 10:51:38 +0000 2025,4,13,,https://pbs.twimg.com/media/Gj51ZZ8WUAAhnSk.jpg,mix
91,franzyroy,"🛑 Macron l'influenceur 

Il croit parler à Trump comme il parlerait à McFly et Carlito . 
Il ne suffit pas de traverser l'océan pour convaincre. Il faut avoir des couilles. Peut-être devrait-il emmener Jean Brigitte ! 🤔

@InDiaVeritas @tabletc4 @kittylt

https://t.co/OWsxD8mlcZ",Sun Feb 23 23:23:41 +0000 2025,2,3,,N/A,mix
92,Soldier,"Game clean on reste healthy au top pour survivre à l'enfer des premiers niveaux 
GG à ma team 
GG @ZerancePartout https://t.co/0ll4oZlTGo",Sat Feb 22 14:42:02 +0000 2025,1,25,,https://pbs.twimg.com/media/GkZi6HsXMAAcCgb.jpg,healthy
93,RTL France,"L’alimentation, variable du pouvoir d’achat des consommateurs !

""Les secrets de la conso"" @Dauvers70 dans #RTLMatin https://t.co/VWbHTesfEs",Mon Feb 24 06:30:32 +0000 2025,2,8,RTLMatin,N/A,mix
94,Global Development Community Burundi,"#La Clinique mobile avec @UNICEF_Burundi composée d’une équipe pluridisciplinaire des jeunes offre différents Services gratuitement notamment les Consultations médicales avec une prise en charge médicamenteuse, Nutrition,Dépistage  ,Échographies obstétricales, CPN .@FranceBegin2 https://t.co/DJbgqPtm3q",Sat Feb 22 16:35:20 +0000 2025,2,7,La,https://pbs.twimg.com/media/GkZ86GyXYAAIj3E.jpg,healthy
95,Le Média Positif 🍀,"🇫🇷 La Poste met en vente dès demain un timbre à l'effigie de Lucie Randoin, une grande scientifique qui a entre autres découvert la Vitamine B et C ! Une façon d'honorer la mémoire de celle qui participé au développement des sciences de la nutrition. 💌 (France 3)

📸 La Poste https://t.co/vyH3N7ji6Q",Sun Feb 23 10:00:00 +0000 2025,113,595,,https://pbs.twimg.com/media/GkdrktiXMAAGqfV.jpg,healthy
96,Philippe Prigent,"Une ""sécu"" de l'alimentation ressemblerait à ça, déjà tenté en URSS https://t.co/rRw1vDZud8",Mon Feb 17 17:15:29 +0000 2025,43,296,,https://pbs.twimg.com/media/GkAWzVXWoAAPqYS.png,mix
97,UN Madagascar,"La nutrition, un des investissements les plus rentables. 
Arrivée à Madagascar de @AfshanKhan_ Sous-secrétaire Générale 🇺🇳,Coordinatrice du @SUN_movement et @byypont Envoyé  Spécial de la Nutrition et Secrétaire général du #N4G pour soutenir la lutte contre la malnutrition à 🇲🇬. https://t.co/vxhukVm98n",Sat Feb 22 06:46:59 +0000 2025,2,8,N4G,https://pbs.twimg.com/media/GkX27e1WsAAC6Ic.jpg,healthy
98,GameWard,"Top départ pour les Stages esport by @CA_IDF à la GameWard House 🎮🔥

Avec @CoachAnkou aux commandes, de jeunes talents #Fortnite se perfectionnent tout en adoptant de bonnes habitudes : nutrition, sommeil et activité physique au programme pour un encadrement complet 💪 https://t.co/rcGxb7iSA6",Tue Feb 18 15:54:22 +0000 2025,5,24,Fortnite,https://pbs.twimg.com/media/GkFMXHAXIAE7OPU.jpg,healthy
99,Programme Élargi de Vaccination de la RDC,"Du 4 au 6 mars 2025, Kinshasa accueille le 4e Forum national sur la vaccination et l'éradication de la polio sous le haut patronage du président Félix-Antoine Tshisekedi.  
Cette année, le forum met l'accent sur l’immunisation, la nutrition et la prévention du cancer du col de https://t.co/WE6gE9UNut",Thu Feb 20 18:53:16 +0000 2025,5,7,"Vaccination, PolioFree, SantéRDC, Nutrition, SantéFéminine",https://pbs.twimg.com/media/GkQJYhwXoAAzbi2.jpg,healthy
100,Moi,"@AnneIbiza13 Pour ceux qui vous répondent ""ça va c'est des protéines"" ou :
""Certains peuples en mangent"", 
Ça N'A RIEN À VOIR 
ci-dessous les explications ⬇️
berf, pas pour rien qu'aucun peuple ds l'histoire humaine n'a basé son alimentation sur des insectes, même à 4%
https://t.co/ORKIfbUSnQ",Sun Feb 16 22:34:55 +0000 2025,10,4,,N/A,mix
101,Franck Riester,"Merci pour leur accueil !

Avec l’adoption du projet de loi d’orientation agricole, nous sommes aux cotés des jeunes générations qui s’engagent pour notre alimentation.

Le mot d’ordre : simplifier pour favoriser l’implantation et le renouvellement des générations.",Mon Feb 24 14:19:18 +0000 2025,2,5,,N/A,mix
102,RTNB,"La @Burundi1stLady honore de sa présence  les activités de la Campagne de sensibilisation des jeunes et adolescents en milieu scolaire sur le thème: ""Zéro grossesse, VIH/SIDA, Vaccination, Mpox et une meilleure nutrition"". https://t.co/jFZ3Oj6Eks",Mon Feb 24 16:54:19 +0000 2025,2,2,,https://pbs.twimg.com/media/GkkVHU7WsAEberq.jpg,healthy
103,🚜🌻 Via Campesina BE|EU|ORG 🦣 #JoinMastodon ⏚,"🇪🇺 🚜 🧑‍🌾 🌾 Vision de la @EU_Commission pour le futur de l'agriculture et de l'alimentation en Europe. 

Selon la https://t.co/xB6uMubcN3 et ECVC https://t.co/w9sm2o9lOr : des contradictions sont à lever dans la vision du Commissaire @CHansenEU @EUAgri 

👉https://t.co/TwMK1gerWe https://t.co/bpFX8cxa9m",Thu Feb 20 18:49:38 +0000 2025,3,2,,https://pbs.twimg.com/media/GkQJIdrXMAA1UK4.jpg,mix
104,RTNB,"@Burundi1stLady Le ministre en charge de l'éducation nationale du #Burundi François Havyarimana remercie la  @Burundi1stLady ,pour son engagement dans cette campagne de zéro grossesse en milieu scolaire,de lutter contre le VIH/SIDA,Le Mpox et une meilleure nutrition. https://t.co/oQ4HCPc4L3",Wed Feb 19 15:24:17 +0000 2025,3,6,Burundi,https://pbs.twimg.com/media/GkKQi0aWUAA07RN.jpg,healthy
105,Nieeskorg🎗,Et qué s’appelorio « tickets d’alimentation » . Inspiration en mode URSS,Mon Feb 17 19:43:17 +0000 2025,2,9,,N/A,mix
106,Kindwatcher,Il existe des études qui explorent l'intégration des insectes dans l'alimentation des personnes âgées. https://t.co/uzjqeaQvUn https://t.co/u7YoQ7nc0s,Mon Feb 17 19:39:28 +0000 2025,2,2,,https://pbs.twimg.com/media/GkA3y0xXUAI5YEB.jpg,mix
107,Groupe Ecologiste et Social,"🟢 JOUR J ! 📢 Aujourd'hui c'est notre #JournéeEcoS2025 !

L’Assemblée nationale examinera nos propositions de loi : lutte contre les PFAS, taxation des ultra-riches, Sécurité sociale de l'alimentation, protection de la qualité de l'eau, etc.
 
✍️ © @martin_pratthic

#DirectAN https://t.co/msoq3n7WgK",Thu Feb 20 07:07:53 +0000 2025,20,40,"JournéeEcoS2025, DirectAN",https://pbs.twimg.com/media/GkNohEwXMAAeTJH.jpg,mix
108,franzyroy,"🛑 USAID: Des projets inattendus financés 

Où part réellement l'argent des citoyens ?

@InDiaVeritas
@tabletc4
@kittylt

https://t.co/cXq5yjUNM9",Fri Feb 21 19:06:28 +0000 2025,2,3,,N/A,mix
109,Souat,@MecVrai92 @ShadowYgo Regarde le Chicken Rouge droit dans les yeux et dis lui qu'il est healthy,Mon Feb 24 15:27:57 +0000 2025,2,53,,N/A,healthy
110,"sorcière 🇫🇷🇫🇷🇫🇷L, E, F❤️","@AlexandreJardin Rappelez-vous que pendant le pass vaccinal ils ont tout accepté. Ils comprendront mais trop tard. Et honnêtement qui s'intéresse aux gueux quand on voit ce que l on fait subir aux agriculteurs, au peuple avec l augmentation du coût de l électricité, du gaz, de l alimentation 😡",Thu Feb 20 06:38:50 +0000 2025,3,11,,N/A,mix
111,Guillaume Boutard ن,"🔴Demain la gauche tentera de faire passer une aberration à l’Assemblée nationale: la sécurité sociale de l’alimentation.

Donnant droit à 150€ à chaque français pour financer son alimentation mais cela sera financé par une cotisation sociale de 12,6% sur le salaire des https://t.co/UA66xgrytW",Wed Feb 19 21:41:56 +0000 2025,4,18,,N/A,mix
112,Ministère de la Santé Publique Burundi(MSPLS),Les programmes chargés de la Planification familiale et de la nutrition/@mspls_bdi animent des séances de sensibilisation en cascade à travers le projet #Nkuriza de la @BM_Afrique sur la nutrition et la planification familiale du 16-21/02/2025 à la population de @KirundoProvince. https://t.co/eoNTY0tfYo,Tue Feb 18 09:54:26 +0000 2025,8,18,Nkuriza,https://pbs.twimg.com/media/GkD7UFsaAAErbgC.jpg,healthy
113,AXEREAL,"[Nos produits] - Les farines Axiane Meunerie et les Lentilles vertes du Berry (Cibèle) ont pris place dans les vitrines du stand de @lacoopagricole (@Salondelagri - Hall 4).

Alimentation durable et esprit coopératif : des valeurs partagées par nos activités🎉

#PlusFortsEnCoop https://t.co/zCthSOvePI",Sun Feb 23 16:01:33 +0000 2025,2,5,PlusFortsEnCoop,https://pbs.twimg.com/media/Gke-rR_XcAAceVX.jpg,mix
114,Enzo Morel,"« À Paris, on a des rues entières de commerces de téléphonie, d'alimentation, de restauration, de tous types, qui servent à blanchir des fonds », affirme le Préfet de police. https://t.co/cw6NQCNHGb",Sat Feb 22 08:56:19 +0000 2025,1451,4625,,N/A,mix
115,Oum Naturel,"🌙 Les dattes, l’aliment parfait pour le Ramadan 
Recharge d’énergie immédiate → Sucres naturels = reprise en douceur après le jeûne
Riches en fibres → Aident à la digestion après une longue journée
Remplies de minéraux (K, Mg, Fe) →

🌟 Sunnah &amp; nutrition validées ! https://t.co/9edbga22DU",Fri Feb 21 16:09:17 +0000 2025,11,33,,https://pbs.twimg.com/media/GkUuC9bXUAEK6ez.jpg,healthy
116,NUTRIPERF-Formation,"[Vidéos à l'unité] 📺 

Nutriperf c'est une plateforme destinée aux professionnels de la nutrition, mais pas que !
Vous êtes sportif, coach, cuisinier, scientifique ou juste passionné de la nutrition du sport, TOUT notre contenu est accessible à l'unité, pour vous, à tout moment. https://t.co/PPLsBDhH4D",Mon Feb 17 16:47:33 +0000 2025,3,4,,https://pbs.twimg.com/media/GkAQcjuWkAArPFn.jpg,healthy
117,Philippe de Villiers,"🎙️On a dévitalisé les campagnes, et maintenant, on s’apprête à les remplir avec l’#immigration. Les élites mondialisées ont voulu se débarrasser du monde rural : elles ont fait le choix d’aller chercher l’alimentation du peuple français sur le marché mondial, au prix le plus bas. https://t.co/EkvoUxRt0t",Sat Feb 22 17:00:00 +0000 2025,1510,3777,"immigration, FaceAPhilippeDeVilliers, FADV, CNews, SIA2025",N/A,mix
118,Mamie Mumu,"La #soukainatwosisters et son petit déjeuner « healthy »… du pain, saumon fumé bourré de sel, un avocat entier, un œuf frit dégoulinant de gras. Elle doit penser faire un régime Keto. Raté! Bombe lipidique et calorique. https://t.co/kM92MDNfM4",Tue Feb 18 10:03:07 +0000 2025,0,45,soukainatwosisters,https://pbs.twimg.com/media/GkD9dczXYAAq2R5.jpg,healthy
119,La FNSEA,"📻 Entendu à la #radio 🚜 | 🎙️ ""Le @Salondelagri, c'est LE moment où on accueille les français qui s'intéressent à l' #agriculture et l' #alimentation. On a envie que cela se passe bien."" 
👉 Arnaud Rousseau (@rousseautrocy) était l'invité de la matinale @franceinfo. Pour le https://t.co/aaXWjUtIXB",Fri Feb 21 07:13:43 +0000 2025,6,21,"radio, agriculture, alimentation, FNSEA, simplification, revenu, PLOA, Mercosur",N/A,mix
120,One_same_love,"@f_philippot Au nom de la souveraineté !
L’UE n’a que ce mot,
RIDICULE, l’UE achète tout et sans droits de douane hors UE.
La souveraineté d’un pays, produire lui-même tout ce qu’il a besoin, pour être parfaitement autonome,
a commencé par son alimentation, son énergies, ses armes, etc… https://t.co/JziOULNGNI",Mon Feb 24 08:03:40 +0000 2025,18,59,,https://pbs.twimg.com/media/GkibF5SXAAA9kLU.jpg,mix
121,Carne De XTwit 🐞,"@_samedi_ Etes-vous des lapereaux de l'année ?
Le rouge cochenille est utilisé depuis la fin du XVIème siècle et est vite entré dans notre alimentation.
Vous en mangez depuis toujours, dès votre enfance, et vous n'êtes même pas morts.
Sinon on remplace ce colorant naturel par de la chimie? https://t.co/mSxC5tm0Sn",Tue Feb 18 07:43:22 +0000 2025,1,19,,N/A,mix
122,- Retal,Nutrition module ✓ https://t.co/1UUmxR009m,Thu Feb 20 17:51:53 +0000 2025,0,20,,https://pbs.twimg.com/media/GkP78GEX0AACXEc.jpg,healthy
123,Laurent Mucchielli,"""L’Union européenne s’apprête à modifier radicalement et sans aucune possibilité de retour en arrière notre agriculture et notre alimentation""
https://t.co/bhkZ9vRGfB",Fri Feb 21 06:51:38 +0000 2025,696,835,,N/A,mix
